user_message,intent,response
please what rooms do you have ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
cheapest room tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora balcony request today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora blah blah lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde map location tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hotel location ngayon,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls facilities list tomorrow,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora budget room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please show me rooms ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora cheap room suggestion pls,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
please hm room today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you ano mga room types,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora gym available po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora best room for couple,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can you extra bed request please,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde pwede mag book today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede recommend good room lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pet policy today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora is pool free ngayon,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pde pet policy tomorrow,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde ano ibig sabihin lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pls hi aurora,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please hey aurora,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora facilities list lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora parking available po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
please amenities list tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede hey,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
magkano room please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede facilities list please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede how to book today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pls what kind of rooms tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls suggest best room pls,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pls cheap room option,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hello aurora book tonight ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
is pool free lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
best room for couple tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can you may pool ba,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pls facilities list pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you do you like pizza tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora best room for couple ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
aurora recommend under budget ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
what if aliens visit pls,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora recommend under budget lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora what rooms do you have,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pwede hello please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde check in time po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hey aurora distance city tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora best room for couple today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
tell me room options pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please facilities list po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
